"コード","住所1","住所2"
"40008_0343_00","北九州市八幡西区","鉄竜"
"40008_0925_00","北九州市八幡西区","東筑"
"40008_1156_00","北九州市八幡西区","塔野"
"40008_0356_00","北九州市八幡西区","友田"
"40008_0368_00","北九州市八幡西区","中須"
"40008_1218_00","北九州市八幡西区","中の原"
"40008_0370_00","北九州市八幡西区","長崎町"
"40008_0610_00","北九州市八幡西区","鳴水"
"40008_0937_00","北九州市八幡西区","鳴水町"
"40008_0382_00","北九州市八幡西区","西王子町"
"40008_0394_00","北九州市八幡西区","西折尾町"
"40008_0406_00","北九州市八幡西区","西川頭町"
"40008_0418_00","北九州市八幡西区","西神原町"
"40008_0420_00","北九州市八幡西区","西鳴水"
"40008_0432_00","北九州市八幡西区","西曲里町"
"40008_0622_00","北九州市八幡西区","野面"
"40008_0634_00","北九州市八幡西区","則松"
"40008_1663_00","北九州市八幡西区","則松東"
"40008_0444_00","北九州市八幡西区","萩原"
"40008_0646_00","北九州市八幡西区","畑"
"40008_0659_00","北九州市八幡西区","馬場山"
"40008_1410_00","北九州市八幡西区","馬場山西"
"40008_1434_00","北九州市八幡西区","馬場山原"
"40008_1321_00","北九州市八幡西区","馬場山東"
"40008_1422_00","北九州市八幡西区","馬場山緑"
"40008_1333_00","北九州市八幡西区","東石坂町"
"40008_0457_00","北九州市八幡西区","東王子町"
"40008_0469_00","北九州市八幡西区","東折尾町"
"40008_0471_00","北九州市八幡西区","東川頭町"
"40008_0483_00","北九州市八幡西区","東神原町"
"40008_0495_00","北九州市八幡西区","東鳴水"
"40008_0507_00","北九州市八幡西区","東浜町"
"40008_0519_00","北九州市八幡西区","東曲里町"
"40008_0521_00","北九州市八幡西区","引野"
"40008_0521_01","北九州市八幡西区","引野割子川"
"40008_0533_00","北九州市八幡西区","樋口町"
"40008_1093_00","北九州市八幡西区","日吉台"
"40008_0545_00","北九州市八幡西区","平尾町"
"40008_0560_00","北九州市八幡西区","藤田"
"40008_1220_00","北九州市八幡西区","藤原"
"40008_1257_00","北九州市八幡西区","船越"
"40008_0558_00","北九州市八幡西区","舟町"
"40008_0572_00","北九州市八幡西区","別所町"
"40008_0584_00","北九州市八幡西区","別当町"
"40008_1636_00","北九州市八幡西区","北筑"
"40008_1562_00","北九州市八幡西区","星ケ丘"
"40008_0596_00","北九州市八幡西区","堀川町"
"40008_0608_00","北九州市八幡西区","本城"
"40008_1651_00","北九州市八幡西区","本城学研台"
"40008_1182_00","北九州市八幡西区","本城東"
"40008_1269_00","北九州市八幡西区","町上津役西"
"40008_1345_00","北九州市八幡西区","町上津役東"
"40008_0762_00","北九州市八幡西区","的場町"
"40008_1459_00","北九州市八幡西区","真名子"
"40008_0774_00","北九州市八幡西区","丸尾町"
"40008_1586_00","北九州市八幡西区","三ツ頭"
"40008_1030_00","北九州市八幡西区","光貞台"
"40008_0786_00","北九州市八幡西区","南王子町"
"40008_0800_00","北九州市八幡西区","南鷹見町"
"40008_0798_00","北九州市八幡西区","南八千代町"
"40008_0812_00","北九州市八幡西区","美原町"
"40008_0964_00","北九州市八幡西区","美吉野町"
"40008_1461_00","北九州市八幡西区","椋枝"
"40008_0824_00","北九州市八幡西区","元城町"
"40008_0836_00","北九州市八幡西区","森下町"
"40008_0848_00","北九州市八幡西区","屋敷"
"40008_1509_00","北九州市八幡西区","屋敷町"
"40008_0851_00","北九州市八幡西区","八千代町"
"40008_1648_00","北九州市八幡西区","八枝"
"40008_0863_00","北九州市八幡西区","山寺町"
"40008_0875_00","北九州市八幡西区","夕原町"
"40008_0887_00","北九州市八幡西区","養福寺町"
"40008_0976_00","北九州市八幡西区","力丸町"
"40008_0901_00","北九州市八幡西区","若葉"
"40008_1307_00","北九州市八幡西区","割子川"
"40008_0899_00","北九州市八幡西区","割子川町"
"40009_0027_00","北九州市八幡東区","荒手"
"40009_0015_00","北九州市八幡東区","荒生田"
"40009_0039_00","北九州市八幡東区","石坪町"
"40009_0650_00","北九州市八幡東区","猪倉町"
"40009_0054_00","北九州市八幡東区","祝町"
"40009_0066_00","北九州市八幡東区","枝光"
"40009_0078_00","北九州市八幡東区","枝光本町"
"40009_0686_00","北九州市八幡東区","枝光町"
"40009_0116_00","北九州市八幡東区","大蔵"
"40009_0104_00","北九州市八幡東区","大谷"
"40009_0623_00","北九州市八幡東区","大平町"
"40009_0128_00","北九州市八幡東区","大宮町"
"40009_0092_00","北九州市八幡東区","尾倉"
"40009_0080_00","北九州市八幡東区","小山田町"
"40009_0130_00","北九州市八幡東区","勝山"
"40009_0142_00","北九州市八幡東区","上本町"
"40009_0155_00","北九州市八幡東区","神山町"
"40009_0662_00","北九州市八幡東区","河内"
"40009_0167_00","北九州市八幡東区","川淵町"
"40009_0193_00","北九州市八幡東区","清田"
"40009_0698_00","北九州市八幡東区","清田町"
"40009_0179_00","北九州市八幡東区","祇園"
"40009_0181_00","北九州市八幡東区","祇園原町"
"40009_0597_00","北九州市八幡東区","景勝町"
"40009_0205_00","北九州市八幡東区","弘文町"
"40009_0217_00","北九州市八幡東区","小熊野"
"40009_0229_00","北九州市八幡東区","金比羅町"
"40009_0611_00","北九州市八幡東区","山路"
"40009_0635_00","北九州市八幡東区","山路松尾町"
"40009_0231_00","北九州市八幡東区","山王"
"40009_0243_00","北九州市八幡東区","昭和"
"40009_0256_00","北九州市八幡東区","白川町"
"40009_0268_00","北九州市八幡東区","末広町"
"40009_0270_00","北九州市八幡東区","諏訪"
"40009_0294_00","北九州市八幡東区","高見"
"40009_0306_00","北九州市八幡東区","竹下町"
"40009_0318_00","北九州市八幡東区","田代"
"40009_0674_00","北九州市八幡東区","田代町"
"40009_0320_00","北九州市八幡東区","茶屋町"
"40009_0332_00","北九州市八幡東区","中央"
"40009_0344_00","北九州市八幡東区","槻田"
"40009_0357_00","北九州市八幡東区","天神町"
"40009_0369_00","北九州市八幡東区","中尾"
"40009_0371_00","北九州市八幡東区","中畑"
"40009_0383_00","北九州市八幡東区","西台良町"
"40009_0395_00","北九州市八幡東区","西本町"
"40009_0407_00","北九州市八幡東区","西丸山町"
"40009_0419_00","北九州市八幡東区","羽衣町"
"40009_0421_00","北九州市八幡東区","八王寺町"
"40009_0445_00","北九州市八幡東区","花尾町"
"40009_0433_00","北九州市八幡東区","春の町"
"40009_0700_00","北九州市八幡東区","東田"
"40009_0458_00","北九州市八幡東区","東台良町"
"40009_0460_00","北九州市八幡東区","東鉄町"
"40009_0472_00","北九州市八幡東区","東丸山町"
"40009_0484_00","北九州市八幡東区","東山"
"40009_0496_00","北九州市八幡東区","日の出"
"40009_0508_00","北九州市八幡東区","平野"
"40009_0510_00","北九州市八幡東区","藤見町"
"40009_0522_00","北九州市八幡東区","帆柱"
"40009_0534_00","北九州市八幡東区","前田"
"40009_0712_00","北九州市八幡東区","前田企業団地"
"40009_0546_00","北九州市八幡東区","松尾町"
"40009_0561_00","北九州市八幡東区","宮田町"
"40009_0559_00","北九州市八幡東区","宮の町"
"40009_0573_00","北九州市八幡東区","桃園"
"40009_0609_00","北九州市八幡東区","豊町"
"40009_0585_00","北九州市八幡東区","若松"
"40512_0320_00","行橋市","天生田"
"40512_0748_00","行橋市","泉中央"
"40512_0155_00","行橋市","稲童"
"40512_0078_00","行橋市","今井"
"40512_0623_00","行橋市","内蔵"
"40512_0407_00","行橋市","大谷"
"40512_0282_00","行橋市","大野井"
"40512_0015_00","行橋市","大橋"
"40512_0510_00","行橋市","長木"
"40512_0066_00","行橋市","金屋"
"40512_0357_00","行橋市","上検地"
"40512_0496_00","行橋市","上津熊"
"40512_0395_00","行橋市","上稗田"
"40512_0736_00","行橋市","北泉"
"40512_0027_00","行橋市","行事"
"40512_0433_00","行橋市","草野"
"40512_0635_00","行橋市","草場"
"40512_0054_00","行橋市","沓尾"
"40512_0270_00","行橋市","小犬丸"
"40512_0193_00","行橋市","崎野"
"40512_0344_00","行橋市","下検地"
"40512_0597_00","行橋市","下崎"
"40512_0484_00","行橋市","下津熊"
"40512_0383_00","行橋市","下稗田"
"40512_0698_00","行橋市","神田町"
"40512_0609_00","行橋市","須磨園"
"40512_0611_00","行橋市","千仏"
"40512_0559_00","行橋市","高来"
"40512_0142_00","行橋市","高瀬"
"40512_0294_00","行橋市","宝山"
"40512_0268_00","行橋市","竹田"
"40512_0243_00","行橋市","竹並"
"40512_0662_00","行橋市","中央"
"40512_0458_00","行橋市","長音寺"
"40512_0130_00","行橋市","辻垣"
"40512_0421_00","行橋市","津積"
"40512_0546_00","行橋市","常松"
"40512_0104_00","行橋市","津留"
"40512_0306_00","行橋市","寺畔"
"40512_0522_00","行橋市","徳永"
"40512_0167_00","行橋市","道場寺"
"40512_0369_00","行橋市","中川"
"40512_0460_00","行橋市","中津熊"
"40512_0116_00","行橋市","長井"
"40512_0205_00","行橋市","長江"
"40512_0561_00","行橋市","長尾"
"40512_0751_00","行橋市","西泉"
"40512_0419_00","行橋市","西谷"
"40512_0700_00","行橋市","西宮市"
"40512_0573_00","行橋市","入覚"
"40512_0445_00","行橋市","延永"
"40512_0181_00","行橋市","羽根木"
"40512_0128_00","行橋市","馬場"
"40512_0763_00","行橋市","東泉"
"40512_0724_00","行橋市","東大橋"
"40512_0650_00","行橋市","東徳永"
"40512_0256_00","行橋市","平島"
"40512_0217_00","行橋市","福富"
"40512_0229_00","行橋市","福原"
"40512_0534_00","行橋市","福丸"
"40512_0647_00","行橋市","袋迫"
"40512_0472_00","行橋市","二塚"
"40512_0371_00","行橋市","前田"
"40512_0092_00","行橋市","真菰"
"40512_0179_00","行橋市","松原"
"40512_0775_00","行橋市","南泉"
"40512_0712_00","行橋市","南大橋"
"40512_0041_00","行橋市","蓑島"
"40512_0039_00","行橋市","宮市"
"40512_0674_00","行橋市","宮市町"
"40512_0080_00","行橋市","元永"
"40512_0686_00","行橋市","門樋町"
"40512_0332_00","行橋市","矢留"
"40512_0231_00","行橋市","柳井田"
"40512_0585_00","行橋市","矢山"
"40512_0508_00","行橋市","吉国"
"40512_0318_00","行橋市","流末"
"40513_0384_00","豊前市","青畑"
"40513_0028_00","豊前市","赤熊"
"40513_0079_00","豊前市","荒堀"
"40513_0143_00","豊前市","市丸"
"40513_0055_00","豊前市","今市"
"40513_0535_00","豊前市","岩屋"
"40513_0016_00","豊前市","宇島"
"40513_0511_00","豊前市","大河内"
"40513_0396_00","豊前市","大西"
"40513_0030_00","豊前市","大村"
"40513_0372_00","豊前市","鬼木"
"40513_0333_00","豊前市","皆毛"
"40513_0295_00","豊前市","梶屋"
"40513_0509_00","豊前市","上川底"
"40513_0271_00","豊前市","川内"
"40513_0410_00","豊前市","河原田"
"40513_0319_00","豊前市","岸井"
"40513_0117_00","豊前市","沓川"
"40513_0550_00","豊前市","求菩提"
"40513_0345_00","豊前市","久路土"
"40513_0321_00","豊前市","小石原"
"40513_0206_00","豊前市","小犬丸"
"40513_0422_00","豊前市","才尾"
"40513_0156_00","豊前市","三楽"
"40513_0523_00","豊前市","篠瀬"
"40513_0485_00","豊前市","下川底"
"40513_0473_00","豊前市","下河内"
"40513_0220_00","豊前市","松江"
"40513_0129_00","豊前市","清水町"
"40513_0269_00","豊前市","四郎丸"
"40513_0562_00","豊前市","青豊"
"40513_0358_00","豊前市","高田"
"40513_0105_00","豊前市","千束"
"40513_0182_00","豊前市","恒富"
"40513_0461_00","豊前市","天和"
"40513_0093_00","豊前市","塔田"
"40513_0547_00","豊前市","鳥井畑"
"40513_0283_00","豊前市","鳥越"
"40513_0497_00","豊前市","中川底"
"40513_0232_00","豊前市","中村"
"40513_0408_00","豊前市","永久"
"40513_0081_00","豊前市","野田"
"40513_0446_00","豊前市","挟間"
"40513_0257_00","豊前市","畑"
"40513_0218_00","豊前市","畠中"
"40513_0042_00","豊前市","八屋"
"40513_0244_00","豊前市","馬場"
"40513_0194_00","豊前市","久松"
"40513_0360_00","豊前市","広瀬"
"40513_0307_00","豊前市","堀立"
"40513_0131_00","豊前市","三毛門"
"40513_0168_00","豊前市","森久"
"40513_0434_00","豊前市","薬師寺"
"40513_0459_00","豊前市","山内"
"40513_0067_00","豊前市","吉木"
"40513_0170_00","豊前市","六郎"
"40514_0157_00","中間市","朝霧"
"40514_0169_00","中間市","池田"
"40514_0017_00","中間市","岩瀬"
"40514_0017_01","中間市","岩瀬北町"
"40514_0017_02","中間市","岩瀬寿町"
"40514_0017_03","中間市","岩瀬自由ヶ丘"
"40514_0017_04","中間市","岩瀬西町"
"40514_0017_05","中間市","岩瀬東町"
"40514_0171_00","中間市","扇ケ浦"
"40514_0195_00","中間市","大辻町"
"40514_0070_00","中間市","大辻水入町"
"40514_0310_00","中間市","大根土"
"40514_0221_00","中間市","小田ケ浦"
"40514_0043_00","中間市","上底井野"
"40514_0082_00","中間市","上蓮花寺"
"40514_0120_00","中間市","桜台"
"40514_0056_00","中間市","下大隈"
"40514_0056_01","中間市","下大隈土手ノ内"
"40514_0258_00","中間市","新町"
"40514_0296_00","中間市","浄花町"
"40514_0106_00","中間市","太賀"
"40514_0308_00","中間市","中央"
"40514_0118_00","中間市","通谷"
"40514_0183_00","中間市","土手ノ内"
"40514_0245_00","中間市","中尾"
"40514_0029_00","中間市","中底井野"
"40514_0284_00","中間市","中鶴"
"40514_0068_00","中間市","中間"
"40514_0068_01","中間市","中間朝霧"
"40514_0068_02","中間市","中間新手"
"40514_0068_03","中間市","中間池田町"
"40514_0068_04","中間市","中間扇ヶ浦"
"40514_0068_05","中間市","中間大辻町"
"40514_0068_06","中間市","中間小田ヶ浦"
"40514_0068_07","中間市","中間上蓮花寺"
"40514_0068_08","中間市","中間唐戸"
"40514_0068_09","中間市","中間川端"
"40514_0068_10","中間市","中間栄町"
"40514_0068_11","中間市","中間下蓮花寺"
"40514_0068_13","中間市","中間昭和町"
"40514_0068_12","中間市","中間浄花町"
"40514_0068_15","中間市","中間高見"
"40514_0068_14","中間市","中間太賀"
"40514_0068_16","中間市","中間中央町"
"40514_0068_17","中間市","中間天満宮"
"40514_0068_18","中間市","中間通谷"
"40514_0068_19","中間市","中間徳若"
"40514_0068_20","中間市","中間鳥森"
"40514_0068_21","中間市","中間中尾"
"40514_0068_22","中間市","中間中鶴"
"40514_0068_23","中間市","中間仲町"
"40514_0068_24","中間市","中間中牟田"
"40514_0068_25","中間市","中間七重"
"40514_0068_26","中間市","中間鍋山"
"40514_0068_27","中間市","中間白塔"
"40514_0068_28","中間市","中間深坂"
"40514_0068_29","中間市","中間深坂東町"
"40514_0068_30","中間市","中間本町"
"40514_0068_31","中間市","中間松ヶ岡"
"40514_0068_32","中間市","中間御館町"
"40514_0068_33","中間市","中間宮ノ下"
"40514_0068_34","中間市","中間宮林"
"40514_0068_35","中間市","中間屋島"
"40514_0068_36","中間市","中間弥生町"
"40514_0272_00","中間市","長津"
"40514_0207_00","中間市","七重町"
"40514_0144_00","中間市","鍋山町"
"40514_0031_00","中間市","垣生"
"40514_0031_01","中間市","垣生砂山"
"40514_0322_00","中間市","東中間"
"40514_0233_00","中間市","深坂"
"40514_0132_00","中間市","星ケ丘"
"40514_0260_00","中間市","松ケ岡"
"40514_0219_00","中間市","弥生"
"40514_0094_00","中間市","蓮花寺"
"40802_0358_00","遠賀郡","芦屋町芦屋"
"40802_0358_01","遠賀郡","芦屋町芦屋粟屋"
"40802_0358_02","遠賀郡","芦屋町芦屋大城"
"40802_0358_03","遠賀郡","芦屋町芦屋月軒"
"40802_0497_00","遠賀郡","芦屋町江川台"
"40802_0372_00","遠賀郡","芦屋町祇園町"
"40802_0422_00","遠賀郡","芦屋町幸町"
"40802_0434_00","遠賀郡","芦屋町白浜町"
"40802_0446_00","遠賀郡","芦屋町正門町"
"40802_0396_00","遠賀郡","芦屋町船頭町"
"40802_0384_00","遠賀郡","芦屋町高浜町"
"40802_0408_00","遠賀郡","芦屋町中ノ浜"
"40802_0410_00","遠賀郡","芦屋町西浜町"
"40802_0838_00","遠賀郡","芦屋町花美坂"
"40802_0461_00","遠賀郡","芦屋町浜口町"
"40802_0459_00","遠賀郡","芦屋町緑ヶ丘"
"40802_0360_00","遠賀郡","芦屋町山鹿"
"40802_0360_01","遠賀郡","芦屋町山鹿大君"
"40802_0360_02","遠賀郡","芦屋町山鹿柏原"
"40802_0360_03","遠賀郡","芦屋町山鹿正津ヶ浜"
"40802_0360_04","遠賀郡","芦屋町山鹿田屋"
"40802_0360_05","遠賀郡","芦屋町山鹿はまゆう"
"40802_0360_06","遠賀郡","芦屋町山鹿丸ノ内"
"40802_0788_00","遠賀郡","岡垣町旭台"
"40802_0790_00","遠賀郡","岡垣町旭南"
"40802_0030_00","遠賀郡","岡垣町内浦"
"40802_0117_00","遠賀郡","岡垣町海老津"
"40802_0889_00","遠賀郡","岡垣町海老津駅前"
"40802_0941_00","遠賀郡","岡垣町海老津駅南"
"40802_0079_00","遠賀郡","岡垣町黒山"
"40802_0725_00","遠賀郡","岡垣町公園通り"
"40802_0826_00","遠賀郡","岡垣町高陽台"
"40802_0840_00","遠賀郡","岡垣町桜台"
"40802_0129_00","遠賀郡","岡垣町上畑"
"40802_0131_00","遠賀郡","岡垣町高倉"
"40802_0877_00","遠賀郡","岡垣町中央台"
"40802_0042_00","遠賀郡","岡垣町手野"
"40802_0105_00","遠賀郡","岡垣町戸切"
"40802_0687_00","遠賀郡","岡垣町鍋田"
"40802_0081_00","遠賀郡","岡垣町糠塚"
"40802_0143_00","遠賀郡","岡垣町野間"
"40802_1018_00","遠賀郡","岡垣町野間南"
"40802_0016_00","遠賀郡","岡垣町波津"
"40802_0028_00","遠賀郡","岡垣町原"
"40802_0509_00","遠賀郡","岡垣町東海老津"
"40802_0699_00","遠賀郡","岡垣町東高陽"
"40802_0915_00","遠賀郡","岡垣町東高倉"
"40802_0802_00","遠賀郡","岡垣町東松原"
"40802_0853_00","遠賀郡","岡垣町東山田"
"40802_0713_00","遠賀郡","岡垣町松ケ台"
"40802_0701_00","遠賀郡","岡垣町南高陽"
"40802_0055_00","遠賀郡","岡垣町三吉"
"40802_0093_00","遠賀郡","岡垣町山田"
"40802_0675_00","遠賀郡","岡垣町山田峠"
"40802_0814_00","遠賀郡","岡垣町百合ケ丘"
"40802_0067_00","遠賀郡","岡垣町吉木"
"40802_0966_00","遠賀郡","岡垣町吉木西"
"40802_0954_00","遠賀郡","岡垣町吉木東"
"40802_0244_00","遠賀郡","遠賀町浅木"
"40802_0244_01","遠賀郡","遠賀町浅木東和苑"
"40802_0206_00","遠賀郡","遠賀町今古賀"
"40802_0220_00","遠賀郡","遠賀町老良"
"40802_0170_00","遠賀郡","遠賀町尾崎"
"40802_0168_00","遠賀郡","遠賀町鬼津"
"40802_0232_00","遠賀郡","遠賀町上別府"
"40802_0218_00","遠賀郡","遠賀町木守"
"40802_0156_00","遠賀郡","遠賀町島津"
"40802_0980_00","遠賀郡","遠賀町島門"
"40802_0978_00","遠賀郡","遠賀町田園"
"40802_0182_00","遠賀郡","遠賀町広渡"
"40802_0182_01","遠賀郡","遠賀町広渡遠賀川"
"40802_0182_02","遠賀郡","遠賀町広渡新町"
"40802_0182_03","遠賀郡","遠賀町広渡中央区"
"40802_0182_04","遠賀郡","遠賀町広渡道管"
"40802_0182_05","遠賀郡","遠賀町広渡松の本"
"40802_0194_00","遠賀郡","遠賀町別府"
"40802_0194_01","遠賀郡","遠賀町別府千代丸"
"40802_0865_00","遠賀郡","遠賀町松の本"
"40802_0257_00","遠賀郡","遠賀町虫生津"
"40802_0257_01","遠賀郡","遠賀町虫生津西町"
"40802_0257_02","遠賀郡","遠賀町虫生津東町"
"40802_0257_03","遠賀郡","遠賀町虫生津若葉台"
"40802_0992_00","遠賀郡","遠賀町虫生津南"
"40802_1006_00","遠賀郡","遠賀町蓮角"
"40802_1020_00","遠賀郡","遠賀町若葉台"
"40802_0473_00","遠賀郡","遠賀町若松"
"40802_0333_00","遠賀郡","水巻町伊左座"
"40802_0269_00","遠賀郡","水巻町猪熊"
"40802_0485_00","遠賀郡","水巻町梅ノ木団地"
"40802_0295_00","遠賀郡","水巻町えぶり"
"40802_0574_00","遠賀郡","水巻町おかの台"
"40802_0737_00","遠賀郡","水巻町鯉口"
"40802_0271_00","遠賀郡","水巻町古賀"
"40802_0283_00","遠賀郡","水巻町頃末"
"40802_0624_00","遠賀郡","水巻町頃末北"
"40802_0651_00","遠賀郡","水巻町頃末南"
"40802_0321_00","遠賀郡","水巻町下二"
"40802_0562_00","遠賀郡","水巻町下二西"
"40802_0550_00","遠賀郡","水巻町下二東"
"40802_0636_00","遠賀郡","水巻町高尾"
"40802_0586_00","遠賀郡","水巻町高松"
"40802_0319_00","遠賀郡","水巻町立屋敷"
"40802_0648_00","遠賀郡","水巻町中央"
"40802_0598_00","遠賀郡","水巻町樋口"
"40802_0600_00","遠賀郡","水巻町樋口東"
"40802_0345_00","遠賀郡","水巻町二"
"40802_0547_00","遠賀郡","水巻町二西"
"40802_0535_00","遠賀郡","水巻町二東"
"40802_0511_00","遠賀郡","水巻町緑ヶ丘"
"40802_0523_00","遠賀郡","水巻町宮尾台"
"40802_0663_00","遠賀郡","水巻町美吉野"
"40802_0612_00","遠賀郡","水巻町牟田"
"40802_0307_00","遠賀郡","水巻町吉田"
"40802_0764_00","遠賀郡","水巻町吉田団地"
"40802_0752_00","遠賀郡","水巻町吉田西"
"40802_0749_00","遠賀郡","水巻町吉田東"
"40802_0776_00","遠賀郡","水巻町吉田南"
"40816_0152_00","京都郡","苅田町集"
"40816_0024_00","京都郡","苅田町雨窪"
"40816_0226_00","京都郡","苅田町新津"
"40816_0099_00","京都郡","苅田町磯浜町"
"40816_0291_00","京都郡","苅田町稲光"
"40816_0214_00","京都郡","苅田町岡崎"
"40816_0164_00","京都郡","苅田町尾倉"
"40816_1139_00","京都郡","苅田町小波瀬"
"40816_1089_00","京都郡","苅田町片島"
"40816_0202_00","京都郡","苅田町上片島"
"40816_0176_00","京都郡","苅田町苅田"
"40816_0113_00","京都郡","苅田町京町"
"40816_1800_00","京都郡","苅田町空港南町"
"40816_0303_00","京都郡","苅田町葛川"
"40816_0315_00","京都郡","苅田町黒添"
"40816_1115_00","京都郡","苅田町近衛ケ丘"
"40816_0101_00","京都郡","苅田町幸町"
"40816_1127_00","京都郡","苅田町桜ケ丘"
"40816_0238_00","京都郡","苅田町下新津"
"40816_0190_00","京都郡","苅田町下片島"
"40816_1065_00","京都郡","苅田町新浜町"
"40816_0125_00","京都郡","苅田町神田町"
"40816_0327_00","京都郡","苅田町鋤崎"
"40816_0289_00","京都郡","苅田町谷"
"40816_0087_00","京都郡","苅田町殿川町"
"40816_0075_00","京都郡","苅田町富久町"
"40816_1141_00","京都郡","苅田町鳥越町"
"40816_1014_00","京都郡","苅田町長浜町"
"40816_1103_00","京都郡","苅田町浜町"
"40816_0051_00","京都郡","苅田町馬場"
"40816_0036_00","京都郡","苅田町提"
"40816_0253_00","京都郡","苅田町二崎"
"40816_0277_00","京都郡","苅田町法正寺"
"40816_0149_00","京都郡","苅田町松原町"
"40816_0012_00","京都郡","苅田町松山"
"40816_0188_00","京都郡","苅田町光国"
"40816_0923_00","京都郡","苅田町港町"
"40816_0063_00","京都郡","苅田町南原"
"40816_0265_00","京都郡","苅田町山口"
"40816_0240_00","京都郡","苅田町与原"
"40816_0137_00","京都郡","苅田町若久町"
"40816_1812_00","京都郡","みやこ町呰見"
"40816_1305_00","京都郡","みやこ町綾野"
"40816_1317_00","京都郡","みやこ町有久"
"40816_1091_00","京都郡","みやこ町勝山池田"
"40816_1154_00","京都郡","みやこ町勝山岩熊"
"40816_1166_00","京都郡","みやこ町勝山上田"
"40816_1178_00","京都郡","みやこ町勝山浦河内"
"40816_1180_00","京都郡","みやこ町勝山大久保"
"40816_1192_00","京都郡","みやこ町勝山上黒田"
"40816_1204_00","京都郡","みやこ町勝山上矢山"
"40816_1216_00","京都郡","みやこ町勝山黒田"
"40816_1228_00","京都郡","みやこ町勝山下黒田"
"40816_1230_00","京都郡","みやこ町勝山中黒田"
"40816_1242_00","京都郡","みやこ町勝山長川"
"40816_1255_00","京都郡","みやこ町勝山松田"
"40816_1267_00","京都郡","みやこ町勝山箕田"
"40816_1279_00","京都郡","みやこ町勝山宮原"
"40816_1281_00","京都郡","みやこ町勝山矢山"
"40816_1329_00","京都郡","みやこ町上坂"
"40816_1331_00","京都郡","みやこ町上原"
"40816_1343_00","京都郡","みやこ町彦徳"
"40816_1356_00","京都郡","みやこ町国作"
"40816_1368_00","京都郡","みやこ町国分"
"40816_1469_00","京都郡","みやこ町犀川鐙畑"
"40816_1471_00","京都郡","みやこ町犀川犬丸"
"40816_1483_00","京都郡","みやこ町犀川内垣"
"40816_1507_00","京都郡","みやこ町犀川生立"
"40816_1519_00","京都郡","みやこ町犀川扇谷"
"40816_1521_00","京都郡","みやこ町犀川大熊"
"40816_1533_00","京都郡","みやこ町犀川大坂"
"40816_1545_00","京都郡","みやこ町犀川大村"
"40816_1558_00","京都郡","みやこ町犀川上伊良原"
"40816_1560_00","京都郡","みやこ町犀川上高屋"
"40816_1572_00","京都郡","みやこ町犀川木井馬場"
"40816_1584_00","京都郡","みやこ町犀川喜多良"
"40816_1596_00","京都郡","みやこ町犀川木山"
"40816_1495_00","京都郡","みやこ町犀川蔵持"
"40816_1608_00","京都郡","みやこ町犀川崎山"
"40816_1610_00","京都郡","みやこ町犀川下伊良原"
"40816_1750_00","京都郡","みやこ町犀川下木井"
"40816_1762_00","京都郡","みやこ町犀川下喜多良"
"40816_1622_00","京都郡","みやこ町犀川下高屋"
"40816_1774_00","京都郡","みやこ町犀川下本庄"
"40816_1634_00","京都郡","みやこ町犀川末江"
"40816_1646_00","京都郡","みやこ町犀川続命院"
"40816_1659_00","京都郡","みやこ町犀川谷口"
"40816_1786_00","京都郡","みやこ町犀川中本庄"
"40816_1661_00","京都郡","みやこ町犀川花熊"
"40816_1673_00","京都郡","みやこ町犀川久富"
"40816_1685_00","京都郡","みやこ町犀川古川"
"40816_1697_00","京都郡","みやこ町犀川帆柱"
"40816_1709_00","京都郡","みやこ町犀川本庄"
"40816_1798_00","京都郡","みやこ町犀川松坂"
"40816_1711_00","京都郡","みやこ町犀川八ツ溝"
"40816_1723_00","京都郡","みやこ町犀川柳瀬"
"40816_1735_00","京都郡","みやこ町犀川山鹿"
"40816_1747_00","京都郡","みやこ町犀川横瀬"
"40816_1370_00","京都郡","みやこ町下原"
"40816_1382_00","京都郡","みやこ町節丸"
"40816_1394_00","京都郡","みやこ町惣社"
"40816_1406_00","京都郡","みやこ町田中"
"40816_1418_00","京都郡","みやこ町徳政"
"40816_1420_00","京都郡","みやこ町徳永"
"40816_1432_00","京都郡","みやこ町豊津"
"40816_1444_00","京都郡","みやこ町光冨"
"40816_1457_00","京都郡","みやこ町吉岡"
"40817_0759_00","築上郡","上毛町安雲"
"40817_0761_00","築上郡","上毛町宇野"
"40817_0773_00","築上郡","上毛町緒方"
"40817_0862_00","築上郡","上毛町上唐原"
"40817_0785_00","築上郡","上毛町尻高"
"40817_0874_00","築上郡","上毛町下唐原"
"40817_0797_00","築上郡","上毛町垂水"
"40817_0809_00","築上郡","上毛町大ノ瀬"
"40817_0886_00","築上郡","上毛町土佐井"
"40817_0811_00","築上郡","上毛町中村"
"40817_0823_00","築上郡","上毛町成恒"
"40817_0898_00","築上郡","上毛町西友枝"
"40817_0900_00","築上郡","上毛町原井"
"40817_0912_00","築上郡","上毛町東上"
"40817_0924_00","築上郡","上毛町東下"
"40817_0746_00","築上郡","上毛町百留"
"40817_0835_00","築上郡","上毛町矢方"
"40817_0847_00","築上郡","上毛町八ツ並"
"40817_0850_00","築上郡","上毛町吉岡"
"40817_1142_00","築上郡","築上町赤幡"
"40817_0936_00","築上郡","築上町上り松"
"40817_0948_00","築上郡","築上町有安"
